time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1711545085412073700,15.84107373046875,-0.9390552639961243,-0.33826202154159546,-0.008614393882453442,0.06066145375370979,-0.07407566905021667,-0.6870359182357788,2.986067771911621
1711545085422073600,15.851073486328126,-0.9392568469047546,-0.3381801247596741,-0.008502090349793434,0.057952553033828735,-0.07142078131437302,-0.6870905160903931,2.9927890300750732
1711545085432073700,15.86107373046875,-0.9393064379692078,-0.33850428462028503,-0.008096308447420597,0.055251482874155045,-0.06816418468952179,-0.6880393624305725,2.9996557235717773
1711545085442075000,15.871074951171876,-0.9392251968383789,-0.33915024995803833,-0.007461282424628735,0.05270158499479294,-0.06455086916685104,-0.6896801590919495,3.006293535232544
1711545085452075300,15.8810751953125,-0.9393511414527893,-0.3391537666320801,-0.006770226638764143,0.050481054931879044,-0.0609239861369133,-0.6899328827857971,3.012317180633545
1711545085462070300,15.8910703125,-0.9393031001091003,-0.33959880471229553,-0.005765803623944521,0.048467449843883514,-0.056811098009347916,-0.6911367774009705,3.0180277824401855
1711545085472065300,15.901065185546875,-0.9390175938606262,-0.34065160155296326,-0.0047607421875,0.04668818414211273,-0.05301884934306145,-0.6936020851135254,3.02306866645813
1711545085482065000,15.91106494140625,-0.9384869337081909,-0.3423285484313965,-0.003961177077144384,0.04514142870903015,-0.05003901943564415,-0.697344183921814,3.0272727012634277
1711545085492075000,15.921074951171875,-0.9377456903457642,-0.3445318341255188,-0.0034720366820693016,0.043803855776786804,-0.048083532601594925,-0.7021522521972656,3.030623197555542
1711545085502075600,15.93107568359375,-0.9366328120231628,-0.34767094254493713,-0.003720642300322652,0.042779505252838135,-0.04838618263602257,-0.708850622177124,3.032400131225586
1711545085512060700,15.941060791015625,-0.9342041611671448,-0.3543468713760376,-0.005055244080722332,0.04093070700764656,-0.051305484026670456,-0.7230182886123657,3.0346181392669678
1711545085522076700,15.95107666015625,-0.9329858422279358,-0.3576355278491974,-0.006000100634992123,0.03997797891497612,-0.05342305079102516,-0.7299844026565552,3.0355281829833984
1711545085532075000,15.961074951171875,-0.9318171143531799,-0.360758513212204,-0.007085337769240141,0.038986705243587494,-0.055828485637903214,-0.7365949153900146,3.0364131927490234
1711545085542076400,15.971076416015626,-0.9308286905288696,-0.36338621377944946,-0.008271108381450176,0.03794737905263901,-0.05834520235657692,-0.7421483993530273,3.037395715713501
1711545085552073500,15.981073486328125,-0.9301093816757202,-0.3653203547000885,-0.009264484979212284,0.03676566481590271,-0.060093797743320465,-0.7462560534477234,3.0390465259552
1711545085562068700,15.99106884765625,-0.9296784400939941,-0.3665303587913513,-0.009925300255417824,0.03542584925889969,-0.06068743020296097,-0.7488645315170288,3.0415639877319336
1711545085572073500,16.001073486328124,-0.9295449256896973,-0.3670108914375305,-0.01005654875189066,0.03388303518295288,-0.05957712233066559,-0.7499808073043823,3.0452661514282227
1711545085582073600,16.011073486328126,-0.9296172857284546,-0.3669884204864502,-0.009709770791232586,0.0322008915245533,-0.05700904503464699,-0.7500730752944946,3.0498948097229004
1711545085592074800,16.02107470703125,-0.9297974109649658,-0.36670154333114624,-0.009015039540827274,0.030422214418649673,-0.05341228470206261,-0.7496296763420105,3.0551602840423584
1711545085602073900,16.031073974609374,-0.9296413064002991,-0.3672481179237366,-0.008253072388470173,0.028770551085472107,-0.04991820827126503,-0.7509631514549255,3.0600359439849854
1711545085612074800,16.04107470703125,-0.9293099641799927,-0.36820682883262634,-0.007394075859338045,0.02742401324212551,-0.046537548303604126,-0.7531648278236389,3.064183235168457
